WaterBodyID,WaterBodyType,WaterBodyTypeName,Latitude,Longitude,Temperature_C,Salinity_PSU,pH,DissolvedOxygen_mgL,Turbidity_NTU,Chlorophyll_μgL,Problem
SEA-OS-203,OS,开阔大洋,29.609652133144415,123.03187305967306,22.1,38.8,8.85,6.5,1.0,0.23,异常升温
SEA-EM-204,EM,河口混合区,30.064886892094375,121.31743527745404,19.6,18.9,7.56,8.9,79.1,14.54,泥沙淤积严重
SEA-AF-205,AF,人工渔场/养殖区,22.373786983302082,113.67956487810832,20.4,31.9,7.05,5.3,28.0,14.01,酸化趋势
SEA-OS-206,OS,开阔大洋,29.363634841611628,122.6637160893382,15.8,33.0,7.97,7.8,0.2,0.02,初级生产力不足
SEA-AF-207,AF,人工渔场/养殖区,22.96922881050197,115.91345272210486,29.3,34.6,7.84,3.9,14.1,10.49,鱼类缺氧危机
SEA-AF-208,AF,人工渔场/养殖区,23.44401301412997,114.83549306030966,19.2,27.4,8.0,1.8,46.1,10.48,鱼类缺氧危机
SEA-CM-209,CM,海草/海藻床,39.75866043135695,118.61408102655007,21.7,26.4,8.06,7.0,4.8,9.16,沉积物增加
SEA-CB-210,CB,珊瑚礁海域,18.632219935444883,110.05641372339484,28.9,32.7,7.0,6.5,3.6,0.25,珊瑚白化风险
SEA-EM-211,EM,河口混合区,31.393390222873496,120.6486916153901,20.0,18.3,7.95,8.2,46.8,15.59,富营养化
SEA-EM-212,EM,河口混合区,30.39619103344058,120.13138423297931,19.1,38.8,8.08,4.5,9.0,9.48,高盐度胁迫
SEA-OS-213,OS,开阔大洋,26.209565182379446,122.4788747042965,20.9,34.1,8.56,6.7,1.5,0.26,碱化趋势
SEA-EM-214,EM,河口混合区,30.495746717456846,121.39543261510659,20.9,8.3,8.62,5.0,28.6,18.54,富营养化
SEA-OS-215,OS,开阔大洋,26.359664979438808,122.5797482457025,14.7,33.1,7.72,4.8,1.0,0.21,酸化风险
SEA-AF-216,AF,人工渔场/养殖区,21.625765103223152,113.88917602062585,26.7,33.5,8.13,5.4,8.9,16.07,藻类过度生长
SEA-EM-217,EM,河口混合区,30.62382381107341,120.24422303184858,23.6,25.5,8.24,5.8,19.5,4.51,悬浮物增加
SEA-EM-218,EM,河口混合区,31.985163590975528,120.3124030158612,24.9,13.8,8.65,4.9,35.9,6.96,碱化趋势
SEA-CM-219,CM,海草/海藻床,39.86886607750688,118.87817530749646,19.4,34.0,7.75,5.2,7.2,10.86,海草缺氧胁迫
SEA-AF-220,AF,人工渔场/养殖区,22.726077519387296,114.287187107908,24.7,28.4,8.47,6.8,45.1,15.78,碱性过高
SEA-CM-221,CM,海草/海藻床,38.663943009471694,118.43067386787897,20.2,36.9,7.33,8.9,16.0,5.9,高盐度胁迫
SEA-AF-222,AF,人工渔场/养殖区,22.022875714306675,115.75180419973304,25.8,32.0,7.29,5.5,34.7,9.88,酸化趋势
SEA-AF-223,AF,人工渔场/养殖区,22.985503755341995,114.90113479929659,25.3,31.3,7.65,5.8,17.8,13.9,酸化趋势
SEA-EM-224,EM,河口混合区,30.000061437690764,121.4242740917612,17.2,18.8,8.27,5.3,40.9,20.79,富营养化
SEA-CB-225,CB,珊瑚礁海域,17.259673778355584,110.67651384001427,28.9,25.9,8.37,6.8,1.8,0.28,轻微珊瑚应激
SEA-OS-226,OS,开阔大洋,26.478247991008224,123.71792855934676,20.3,33.1,8.15,7.2,1.7,0.48,微量污染物检出
SEA-CM-227,CM,海草/海藻床,38.172064314065885,117.61405382800724,21.7,29.5,7.37,6.7,18.2,16.38,酸化趋势
SEA-CB-228,CB,珊瑚礁海域,19.2396976812116,114.08191153369708,28.9,38.6,7.77,6.4,3.6,0.37,珊瑚白化风险
SEA-OS-229,OS,开阔大洋,29.025015165689737,123.36255098821012,21.5,34.4,7.89,6.9,0.6,0.47,酸化风险
SEA-EM-230,EM,河口混合区,30.801408333668935,120.2302923567904,21.0,15.4,8.01,5.8,4.8,7.23,悬浮物增加
SEA-OS-231,OS,开阔大洋,28.101033675126335,122.33362624201466,21.8,37.4,8.37,5.4,0.7,0.2,高盐度胁迫
SEA-CM-232,CM,海草/海藻床,39.35678377100603,118.68554188174036,19.9,30.8,8.0,7.7,10.8,2.87,营养不足
SEA-CM-233,CM,海草/海藻床,39.58281950101395,119.33157647890826,15.5,29.0,8.3,3.7,5.9,3.36,海草缺氧胁迫
SEA-CM-234,CM,海草/海藻床,39.747749911042035,117.52581445596198,22.5,28.5,8.56,5.9,2.2,10.85,海草缺氧胁迫
SEA-OS-235,OS,开阔大洋,27.057887266668764,123.51064094453565,19.0,37.6,8.03,6.6,0.3,0.25,高盐度胁迫
SEA-EM-236,EM,河口混合区,31.57548437660474,120.56672813778223,21.6,19.9,8.23,5.5,46.8,16.44,富营养化
SEA-OS-237,OS,开阔大洋,26.103237571452727,123.659871918869,21.5,34.9,7.85,5.2,1.0,0.33,酸化风险
SEA-AF-238,AF,人工渔场/养殖区,23.810783591193417,115.95209454283739,17.1,34.1,7.8,2.5,4.5,1.26,鱼类缺氧危机
SEA-CM-239,CM,海草/海藻床,39.53194314971036,118.32735735797053,23.5,37.3,8.01,8.0,9.2,5.37,高盐度胁迫
SEA-EM-240,EM,河口混合区,31.563265116106493,120.87410304368437,25.7,15.5,7.74,4.9,39.1,8.31,轻度富营养化
SEA-EM-241,EM,河口混合区,31.15671952623308,121.66522354665226,18.0,4.5,7.68,7.8,32.6,15.72,富营养化
SEA-OS-242,OS,开阔大洋,28.676876119699468,123.45140761958194,15.9,30.7,8.71,8.9,0.7,0.14,初级生产力不足
SEA-OS-243,OS,开阔大洋,28.77981247737219,123.70217283246822,14.7,38.0,8.21,7.1,0.2,0.3,温度过低警告
SEA-OS-244,OS,开阔大洋,26.697637068446,123.41494847225178,19.5,33.0,7.14,6.9,1.5,0.32,酸化风险
SEA-EM-245,EM,河口混合区,31.826082933779713,121.14424592744442,23.4,17.9,7.92,6.6,82.1,6.21,泥沙淤积严重
SEA-OS-246,OS,开阔大洋,27.601251344691978,124.43559837203114,26.3,36.7,9.0,4.4,0.8,0.26,异常升温
SEA-AF-247,AF,人工渔场/养殖区,23.57733527294075,114.50017477757326,23.0,30.4,8.13,6.1,17.8,8.23,养殖生物生长缓慢
SEA-CM-248,CM,海草/海藻床,39.264038416844876,118.95222251868927,17.0,29.5,7.66,5.9,7.8,12.6,海草缺氧胁迫
SEA-CB-249,CB,珊瑚礁海域,19.060775335017567,111.00212950467835,33.4,38.7,8.06,6.3,1.8,0.92,高温胁迫
SEA-OS-250,OS,开阔大洋,26.925119713263822,122.7307133775939,15.3,34.6,7.82,6.8,0.9,0.3,酸化风险
SEA-AF-251,AF,人工渔场/养殖区,21.245897203930987,114.94051168677915,26.2,34.4,8.41,5.6,27.4,19.35,碱性过高
SEA-CM-252,CM,海草/海藻床,39.411270792737966,119.34438385610257,23.8,27.8,8.08,5.0,5.2,0.61,海草缺氧胁迫
SEA-CB-253,CB,珊瑚礁海域,16.529151790604153,116.8431297224153,29.6,34.3,7.69,5.3,3.4,0.35,珊瑚白化风险
SEA-CB-254,CB,珊瑚礁海域,19.47669942961235,113.71043718536212,21.3,30.6,8.25,6.0,0.0,0.1,珊瑚生长缓慢
SEA-CM-255,CM,海草/海藻床,38.40848421273686,118.33739028665536,16.7,33.8,8.29,7.5,6.6,7.25,海草覆盖率下降
SEA-EM-256,EM,河口混合区,30.68248889951544,120.88836681375673,26.6,7.5,7.73,7.0,73.4,9.74,泥沙淤积严重
SEA-CM-257,CM,海草/海藻床,39.637738541040946,118.17466121769154,20.1,28.0,8.15,6.0,2.6,4.3,底栖生物多样性降低
SEA-OS-258,OS,开阔大洋,29.37725945660953,124.74742275005201,16.9,39.0,8.12,6.1,1.4,0.2,初级生产力不足
SEA-OS-259,OS,开阔大洋,29.51366345217985,124.8575503690538,13.1,40.0,8.84,6.7,1.0,0.4,温度过低警告
SEA-AF-260,AF,人工渔场/养殖区,21.661526361409944,113.55788452267225,22.9,36.0,7.68,6.5,38.3,14.99,酸化趋势
SEA-CM-261,CM,海草/海藻床,39.06221899267506,118.99143533240958,18.3,32.3,8.89,9.4,6.3,16.23,碱化趋势
SEA-AF-262,AF,人工渔场/养殖区,22.69318614101697,115.79886987658469,27.5,40.0,8.08,3.0,25.2,11.93,鱼类缺氧危机
SEA-OS-263,OS,开阔大洋,28.303143451097647,124.56096364682334,17.4,38.9,7.49,6.0,0.5,0.3,酸化风险
SEA-AF-264,AF,人工渔场/养殖区,22.744692613313966,115.14408702570721,19.0,23.5,7.57,6.5,28.2,9.31,盐度过低
SEA-EM-265,EM,河口混合区,30.10902385487565,120.62808761383687,15.4,21.4,8.56,6.2,87.0,14.99,泥沙淤积严重
SEA-AF-266,AF,人工渔场/养殖区,23.498812176955983,115.95730474875722,19.4,33.9,7.57,3.2,31.8,19.44,鱼类缺氧危机
SEA-CB-267,CB,珊瑚礁海域,16.876504258683205,110.78990231028536,29.3,40.0,8.41,5.3,4.7,0.28,浑浊度过高
SEA-EM-268,EM,河口混合区,31.021941486090125,120.85752858222936,22.1,19.1,8.05,7.3,74.5,19.77,泥沙淤积严重
SEA-AF-269,AF,人工渔场/养殖区,22.54702965323122,114.49176165977264,30.8,32.0,7.42,6.3,38.2,17.62,温度过高警告
SEA-EM-270,EM,河口混合区,30.23821307175343,120.28109425599109,26.5,7.5,8.31,6.0,65.2,16.02,泥沙淤积严重
SEA-CM-271,CM,海草/海藻床,39.64328313955791,117.70275968493972,21.0,32.8,7.54,8.1,11.2,4.4,酸化趋势
SEA-CM-272,CM,海草/海藻床,38.0495297551523,117.99763805403987,18.8,30.7,8.0,7.5,8.4,2.1,营养不足
SEA-CM-273,CM,海草/海藻床,38.13943885166746,119.28680945817598,18.9,27.2,8.4,8.5,7.7,10.33,藻类过度生长
SEA-AF-274,AF,人工渔场/养殖区,21.844051865561525,114.3727259967513,25.5,29.0,8.14,3.7,16.3,10.14,鱼类缺氧危机
SEA-EM-275,EM,河口混合区,31.43815124102162,121.09503576811998,21.4,19.3,8.05,8.8,8.2,4.38,悬浮物增加
SEA-EM-276,EM,河口混合区,31.40173139448776,120.57041160536083,19.6,13.9,8.5,5.9,43.3,13.14,碱化趋势
SEA-AF-277,AF,人工渔场/养殖区,22.029826467193345,115.55614524741408,25.6,35.4,7.92,6.4,7.9,17.72,藻类过度生长
SEA-CM-278,CM,海草/海藻床,39.75967549588294,118.79736590671473,22.8,35.4,7.88,6.0,8.4,15.05,海草缺氧胁迫
SEA-EM-279,EM,河口混合区,30.652340508256508,120.93711398918227,22.8,12.0,7.57,5.8,45.2,7.76,酸化趋势
SEA-CB-280,CB,珊瑚礁海域,19.65291874511708,112.71580928078521,27.9,34.3,8.18,6.1,2.8,0.22,轻微珊瑚应激
SEA-EM-281,EM,河口混合区,30.565530914120195,120.60898084870806,28.1,23.0,8.42,7.6,37.5,6.93,碱化趋势
SEA-CM-282,CM,海草/海藻床,38.336040104385354,118.20959457931278,23.6,30.1,8.72,7.3,9.2,1.82,营养不足
SEA-CM-283,CM,海草/海藻床,38.73650021479027,119.45806368158334,25.6,22.8,8.13,5.1,10.3,8.91,海草缺氧胁迫
SEA-AF-284,AF,人工渔场/养殖区,23.588878869939055,114.4416798225088,19.6,22.0,8.41,4.8,21.4,15.11,鱼类缺氧危机
SEA-OS-285,OS,开阔大洋,26.516284987723527,122.89357819517063,12.2,40.0,8.07,5.8,0.6,0.23,温度过低警告
SEA-EM-286,EM,河口混合区,30.563650006590944,120.3686027939002,20.9,21.2,9.0,5.6,47.4,9.33,碱化趋势
SEA-CM-287,CM,海草/海藻床,39.787867021339984,118.17163272928308,23.1,33.5,7.66,10.7,10.7,6.7,酸化趋势
SEA-AF-288,AF,人工渔场/养殖区,21.247716474105832,113.46356248997155,26.0,19.2,7.28,3.1,25.1,9.47,鱼类缺氧危机
SEA-AF-289,AF,人工渔场/养殖区,21.772895996290586,114.34983102280658,26.1,32.6,8.96,6.4,18.0,14.16,碱性过高
SEA-AF-290,AF,人工渔场/养殖区,22.545501085159767,115.97085551175482,20.2,35.6,7.26,6.1,33.4,13.71,酸化趋势
SEA-OS-291,OS,开阔大洋,26.953158682212365,122.67314893939938,14.7,35.6,7.04,7.7,1.6,0.27,酸化风险
SEA-AF-292,AF,人工渔场/养殖区,21.2773485511112,114.37370088538121,27.1,26.0,8.27,6.4,16.5,27.44,藻类过度生长
SEA-EM-293,EM,河口混合区,30.631266430734303,120.98203952533783,25.0,19.0,7.55,4.1,14.1,5.95,酸化趋势
SEA-EM-294,EM,河口混合区,31.192285299099794,121.47916235444349,26.8,24.7,7.0,6.7,42.3,8.98,酸化趋势
SEA-OS-295,OS,开阔大洋,26.869811728868942,123.10003663910895,17.3,34.6,7.66,5.2,2.2,0.23,酸化风险
SEA-AF-296,AF,人工渔场/养殖区,21.029482657709362,114.22754776237547,25.6,27.7,7.27,7.4,24.2,14.92,酸化趋势
SEA-OS-297,OS,开阔大洋,27.09866347915162,123.42330474244152,22.6,29.0,8.38,8.2,1.3,0.66,异常升温
SEA-CB-298,CB,珊瑚礁海域,17.03243057269366,113.24789792208267,29.6,35.6,8.05,5.3,0.5,0.47,高温胁迫
SEA-CB-299,CB,珊瑚礁海域,16.137507433406903,114.47274115381299,29.7,31.5,8.54,5.2,4.5,0.0,高温胁迫
SEA-CM-300,CM,海草/海藻床,39.252109417961606,117.65055743330335,16.2,32.7,7.78,5.8,11.0,9.53,海草缺氧胁迫
SEA-AF-301,AF,人工渔场/养殖区,23.993016789793977,113.79065443849034,22.8,29.2,7.92,6.7,13.2,29.78,藻类过度生长
SEA-CB-302,CB,珊瑚礁海域,17.837374622375826,110.38571074611181,25.3,25.8,8.16,5.9,3.2,0.35,轻微珊瑚应激
SEA-EM-303,EM,河口混合区,30.686103465039302,121.33387197040781,26.2,20.6,8.49,8.1,38.3,15.15,富营养化
SEA-OS-304,OS,开阔大洋,26.0999363291274,124.16217533608004,19.7,35.5,8.27,8.8,1.7,0.19,初级生产力不足
SEA-CM-305,CM,海草/海藻床,38.24974015381184,118.55089025272436,22.9,31.7,7.9,6.6,10.3,8.73,沉积物增加
SEA-CM-306,CM,海草/海藻床,39.239495708983135,117.6548231039695,17.8,33.2,8.6,5.3,17.8,4.84,海草缺氧胁迫
SEA-CB-307,CB,珊瑚礁海域,16.07667155009991,113.02392560024408,32.0,32.1,7.81,7.3,2.2,0.46,珊瑚白化风险
SEA-OS-308,OS,开阔大洋,29.33077498539768,123.48022010124019,16.7,33.8,8.16,6.1,0.0,0.44,海水层化异常
SEA-CM-309,CM,海草/海藻床,39.14916439510376,118.52956846986626,20.0,30.7,7.3,5.8,8.1,12.18,海草缺氧胁迫
SEA-OS-310,OS,开阔大洋,28.042081045195378,122.4217757545201,14.3,31.9,8.86,5.5,0.8,0.16,初级生产力不足
SEA-AF-311,AF,人工渔场/养殖区,21.653246114502068,113.23490501143867,19.4,28.0,8.26,5.4,17.5,0.0,水质波动
SEA-EM-312,EM,河口混合区,30.29219313108264,121.64600714889387,24.3,20.9,8.12,6.6,71.3,5.29,泥沙淤积严重
SEA-AF-313,AF,人工渔场/养殖区,21.81515279669454,115.44786736824562,24.6,26.0,7.85,5.9,17.4,15.05,藻类过度生长
SEA-CB-314,CB,珊瑚礁海域,18.927490949146005,111.21774594132337,33.6,29.4,8.2,5.4,4.4,0.31,高温胁迫
SEA-OS-315,OS,开阔大洋,28.417217679285915,123.89005604185648,15.3,34.5,8.1,7.6,1.0,0.33,海水层化异常
SEA-OS-316,OS,开阔大洋,26.02985256166888,123.26805985897228,21.3,40.0,7.84,6.4,1.7,0.02,初级生产力不足
SEA-EM-317,EM,河口混合区,31.33853658350167,120.89617097456615,20.5,7.4,7.14,9.4,56.9,10.38,低盐胁迫
SEA-OS-318,OS,开阔大洋,27.969468194804996,122.57694731835305,17.1,34.2,8.08,7.8,1.3,0.52,微量污染物检出
SEA-CM-319,CM,海草/海藻床,38.93660118291277,119.20625634382047,21.2,29.8,8.25,6.3,8.0,10.27,藻类过度生长
SEA-EM-320,EM,河口混合区,30.813796862781256,120.44139814957067,21.8,3.2,7.71,6.5,33.8,12.33,低盐胁迫
SEA-EM-321,EM,河口混合区,31.99595491111652,121.7162778500533,22.0,23.0,8.4,6.0,26.6,7.8,悬浮物增加
SEA-CM-322,CM,海草/海藻床,39.795064653044165,119.31552248730036,22.2,35.1,8.2,7.6,8.9,14.62,藻类过度生长
SEA-AF-323,AF,人工渔场/养殖区,21.03984361037574,114.62604589543918,30.9,21.4,8.2,4.9,43.5,18.7,鱼类缺氧危机
SEA-OS-324,OS,开阔大洋,29.849352229924826,123.55509639000596,19.6,32.5,8.53,5.7,0.2,0.34,碱化趋势
SEA-CM-325,CM,海草/海藻床,39.71230724398932,117.69847532983937,21.8,29.7,7.62,7.8,12.0,9.08,酸化趋势
SEA-CM-326,CM,海草/海藻床,38.25422098173405,118.35508371071943,24.5,28.2,7.99,6.7,13.6,11.13,藻类过度生长
SEA-AF-327,AF,人工渔场/养殖区,22.41570753169357,114.47093746822948,26.7,29.9,7.0,5.6,35.0,21.99,酸化趋势
SEA-EM-328,EM,河口混合区,30.921345583309986,120.6141754867205,21.7,29.2,8.39,7.1,24.2,5.56,悬浮物增加
SEA-EM-329,EM,河口混合区,31.328066066222636,120.47512002913554,15.9,13.2,7.3,6.5,39.2,14.95,酸化趋势
SEA-OS-330,OS,开阔大洋,27.12718940158597,122.80258109074502,16.5,35.7,8.89,6.2,0.3,0.27,碱化趋势
SEA-CB-331,CB,珊瑚礁海域,16.808323744346083,110.7705163212674,31.6,33.1,8.13,6.4,2.5,0.8,高温胁迫
SEA-OS-332,OS,开阔大洋,28.553400260522924,124.09815422296211,11.7,40.0,8.31,6.1,1.6,0.12,初级生产力不足
SEA-EM-333,EM,河口混合区,31.84634797723853,120.03170368446375,23.3,33.3,7.46,6.9,45.4,16.28,富营养化
SEA-CM-334,CM,海草/海藻床,39.44611425092066,118.51550430372532,19.1,30.1,7.29,5.7,0.7,9.58,海草缺氧胁迫
SEA-CB-335,CB,珊瑚礁海域,16.005072307661962,116.25805038541765,23.6,34.5,7.17,5.9,2.9,0.6,珊瑚白化风险
SEA-AF-336,AF,人工渔场/养殖区,23.34171817746282,114.08482195527617,23.4,29.4,7.75,2.4,21.4,13.47,鱼类缺氧危机
SEA-OS-337,OS,开阔大洋,27.562774148403797,123.9974924829556,16.3,32.6,7.96,7.3,0.4,0.11,初级生产力不足
SEA-EM-338,EM,河口混合区,30.07444340913866,121.8352013925238,24.7,21.1,7.0,4.7,45.2,7.34,酸化趋势
SEA-CB-339,CB,珊瑚礁海域,19.846451033733132,115.42557260237383,31.8,39.9,8.34,7.2,3.8,0.47,高温胁迫
SEA-CB-340,CB,珊瑚礁海域,19.85772871827192,115.0250940638635,29.7,29.0,7.61,6.7,3.6,0.22,珊瑚白化风险
SEA-EM-341,EM,河口混合区,31.456844974598877,120.63290915306692,20.1,38.5,7.38,7.4,45.8,15.1,富营养化
SEA-CM-342,CM,海草/海藻床,39.365198559562614,119.24297708351477,17.7,29.5,7.35,5.4,3.7,9.09,海草缺氧胁迫
SEA-CM-343,CM,海草/海藻床,39.650497333304365,119.23640615155796,26.4,30.3,8.23,6.4,11.2,5.8,热浪影响
SEA-AF-344,AF,人工渔场/养殖区,22.888271133351303,113.77074285407689,24.5,33.6,7.76,4.4,26.7,24.42,鱼类缺氧危机
SEA-EM-345,EM,河口混合区,30.107394157198613,120.21249141693912,28.3,23.4,8.67,7.0,57.6,16.93,富营养化
SEA-AF-346,AF,人工渔场/养殖区,21.42152190932578,114.3288530322438,29.3,28.5,8.81,3.6,41.7,14.21,鱼类缺氧危机
SEA-CM-347,CM,海草/海藻床,38.59849683852032,118.99621133577497,21.6,30.1,7.96,9.4,10.7,6.47,海草覆盖率下降
SEA-CM-348,CM,海草/海藻床,38.77449209640695,119.0688113312168,17.9,32.7,7.82,6.2,10.1,6.46,底栖生物多样性降低
SEA-OS-349,OS,开阔大洋,29.87525876231122,123.45263941804292,15.1,32.5,7.46,5.0,1.2,0.71,酸化风险
SEA-CB-350,CB,珊瑚礁海域,16.221439267753638,113.76684707027869,28.5,37.6,8.34,6.5,3.3,0.32,高盐度胁迫
SEA-CB-351,CB,珊瑚礁海域,19.80201424635654,112.6852632824861,31.4,32.0,7.39,7.6,2.0,0.11,珊瑚白化风险
SEA-AF-352,AF,人工渔场/养殖区,21.029907704203556,113.254298463279,24.4,28.9,7.58,6.0,26.4,9.98,酸化趋势
SEA-CM-353,CM,海草/海藻床,39.58507953524267,117.87381459290023,20.8,30.7,8.46,8.3,6.4,5.77,碱化趋势
SEA-CM-354,CM,海草/海藻床,38.17223222101275,118.61827331292594,19.3,33.0,7.01,7.4,13.6,3.09,酸化趋势
SEA-CB-355,CB,珊瑚礁海域,16.73525155792726,114.03855286341388,28.5,31.1,8.25,6.8,1.4,0.11,珊瑚生长缓慢
SEA-OS-356,OS,开阔大洋,28.012174990228086,123.98633547742453,10.1,35.2,8.74,5.7,1.1,0.23,温度过低警告
SEA-EM-357,EM,河口混合区,30.05824756997821,121.5382154870146,23.4,11.7,7.95,10.1,61.7,7.71,泥沙淤积严重
SEA-OS-358,OS,开阔大洋,28.691303554232338,123.59127266098173,22.2,40.0,7.67,6.2,0.7,0.19,初级生产力不足
SEA-CM-359,CM,海草/海藻床,39.63557686117884,118.59865273037202,23.2,30.3,7.38,7.4,10.0,10.55,酸化趋势
SEA-EM-360,EM,河口混合区,30.379111017073882,121.78447583107621,23.2,23.9,7.01,4.4,80.8,4.98,泥沙淤积严重
SEA-OS-361,OS,开阔大洋,27.2230245100495,122.2185358926356,19.0,37.8,8.03,6.3,1.8,0.27,高盐度胁迫
SEA-CB-362,CB,珊瑚礁海域,19.009382810127825,110.12351612125025,35.0,40.0,7.52,6.5,2.6,0.37,珊瑚白化风险
SEA-CM-363,CM,海草/海藻床,38.71773738198772,118.72008669091551,18.0,30.3,7.61,5.6,20.1,8.22,海草缺氧胁迫
SEA-EM-364,EM,河口混合区,30.260902819887235,120.02515562497238,20.6,11.1,7.72,2.8,18.2,10.88,缺氧风险
SEA-AF-365,AF,人工渔场/养殖区,21.012318608692347,113.03304007500682,25.0,28.9,8.4,4.9,20.1,22.21,鱼类缺氧危机
SEA-CM-366,CM,海草/海藻床,39.495194256198886,119.49950312685809,21.8,34.3,9.0,8.6,8.6,10.05,碱化趋势
SEA-AF-367,AF,人工渔场/养殖区,22.560346243507183,114.83219533893386,19.9,26.0,8.97,7.4,48.1,23.56,碱性过高
SEA-AF-368,AF,人工渔场/养殖区,21.823235163001126,114.20008890795887,26.9,28.4,7.15,3.1,38.9,27.0,鱼类缺氧危机
SEA-EM-369,EM,河口混合区,31.915824151431295,121.64853597184575,24.0,28.0,8.39,3.4,50.8,14.66,水体浑浊
SEA-OS-370,OS,开阔大洋,26.239700621284324,123.55279839516142,19.8,33.6,7.6,6.0,0.6,0.42,酸化风险
SEA-EM-371,EM,河口混合区,31.490482972344882,121.02890486880308,25.1,11.7,8.03,3.2,89.1,14.41,泥沙淤积严重
SEA-OS-372,OS,开阔大洋,29.968299058365425,123.88744050191096,19.7,32.6,8.19,6.5,1.7,0.27,微量污染物检出
SEA-EM-373,EM,河口混合区,30.680445988902513,121.7118503791826,19.9,7.7,8.03,6.9,55.6,7.09,低盐胁迫
SEA-EM-374,EM,河口混合区,30.921165101389334,121.80152032490146,20.5,2.3,8.0,4.7,40.4,3.9,低盐胁迫
SEA-EM-375,EM,河口混合区,31.955707387003564,120.40112931917614,16.8,22.0,7.76,6.2,0.0,10.81,藻类过度生长
SEA-OS-376,OS,开阔大洋,28.792282185613608,123.9144197075488,17.8,33.6,7.73,6.2,1.8,0.21,酸化风险
SEA-EM-377,EM,河口混合区,30.093928844815334,121.13264576033306,20.8,31.9,8.25,5.5,32.0,11.97,藻类过度生长
SEA-CB-378,CB,珊瑚礁海域,18.125359812946435,112.798036856821,28.1,36.0,8.1,5.8,2.4,0.49,高盐度胁迫
SEA-CM-379,CM,海草/海藻床,38.87209394823716,118.99734435050198,20.2,33.8,8.16,7.7,16.8,1.34,营养不足
SEA-EM-380,EM,河口混合区,31.334073714250707,121.8231537745261,21.1,0.0,7.93,6.7,38.8,10.94,低盐胁迫
SEA-OS-381,OS,开阔大洋,29.46258014549093,122.7240491115125,15.6,32.5,8.27,8.0,1.1,0.2,表层溶解氧波动
SEA-CB-382,CB,珊瑚礁海域,19.453720058087068,116.41872779171742,28.4,37.0,8.08,7.8,1.8,0.74,高盐度胁迫
SEA-CM-383,CM,海草/海藻床,38.54558778539969,118.42710283577065,21.0,35.5,7.38,8.2,8.0,2.32,营养不足
SEA-EM-384,EM,河口混合区,31.848988565548105,121.04348645158183,27.5,10.5,7.0,4.7,12.4,8.32,酸化趋势
SEA-CB-385,CB,珊瑚礁海域,16.172681163451767,112.1672052155985,32.2,33.5,7.58,6.4,2.0,0.58,珊瑚白化风险
SEA-OS-386,OS,开阔大洋,29.150707361343017,122.93311000178102,17.8,36.8,8.16,7.0,0.6,0.44,高盐度胁迫
SEA-CB-387,CB,珊瑚礁海域,19.05585278530247,110.03555169083009,28.3,38.0,9.0,5.3,3.9,0.83,高盐度胁迫
SEA-CM-388,CM,海草/海藻床,38.5610556437108,119.1409380327217,22.6,40.0,8.41,6.4,4.5,8.35,高盐度胁迫
SEA-CB-389,CB,珊瑚礁海域,19.024934359264854,111.93149808565045,31.6,32.7,8.09,5.1,1.6,0.49,高温胁迫
SEA-OS-390,OS,开阔大洋,26.703135263321528,122.4347975813285,13.5,34.0,8.31,4.4,0.0,0.11,初级生产力不足
SEA-AF-391,AF,人工渔场/养殖区,23.624963064157953,113.24821491046121,20.9,28.9,7.0,4.4,30.6,31.78,鱼类缺氧危机
SEA-AF-392,AF,人工渔场/养殖区,22.622272505662067,115.90390939030986,24.6,28.1,8.79,5.3,27.2,11.0,碱性过高
SEA-CB-393,CB,珊瑚礁海域,16.658312578854012,115.27576360880093,27.5,33.4,8.42,6.6,2.9,0.21,碱化趋势
